data_iniSE,casos,pop,inc,trimestre,UF,trimestre-tick,regiao
2013-12-31,3,2587269.0,1.1595238067630387e-06,201304,MS,4° - 2013,Centro-Oeste
2014-03-31,7,2619657.0,2.672105546642175e-06,201401,MS,1° - 2014,Centro-Oeste
2014-06-30,2,2619657.0,7.6345872761205e-07,201402,MS,2° - 2014,Centro-Oeste
2014-09-30,0,2619657.0,0.0,201403,MS,3° - 2014,Centro-Oeste
2014-12-31,2,2619657.0,7.6345872761205e-07,201404,MS,4° - 2014,Centro-Oeste
2015-03-31,60,2651235.0,2.263096255141472e-05,201501,MS,1° - 2015,Centro-Oeste
2015-06-30,22,2651235.0,8.298019602185397e-06,201502,MS,2° - 2015,Centro-Oeste
2015-09-30,17,2651235.0,6.41210605623417e-06,201503,MS,3° - 2015,Centro-Oeste
2015-12-31,148,2651235.0,5.5823040960156305e-05,201504,MS,4° - 2015,Centro-Oeste
2016-03-31,265,2682386.0,9.879264207313937e-05,201601,MS,1° - 2016,Centro-Oeste
2016-06-30,77,2682386.0,2.870578656464804e-05,201602,MS,2° - 2016,Centro-Oeste
2016-09-30,25,2682386.0,9.320060572937676e-06,201603,MS,3° - 2016,Centro-Oeste
2016-12-31,51,2682386.0,1.9012923568792858e-05,201604,MS,4° - 2016,Centro-Oeste
2017-03-31,155,2713147.0,5.712923037343719e-05,201701,MS,1° - 2017,Centro-Oeste
2017-06-30,106,2713147.0,3.906902206183447e-05,201702,MS,2° - 2017,Centro-Oeste
2017-09-30,97,2713147.0,3.575184094337682e-05,201703,MS,3° - 2017,Centro-Oeste
2017-12-31,243,2713147.0,8.956389019835638e-05,201704,MS,4° - 2017,Centro-Oeste
2018-03-31,219,2748023.0,7.969365613024345e-05,201801,MS,1° - 2018,Centro-Oeste
2018-06-30,242,2748023.0,8.8063309513785e-05,201802,MS,2° - 2018,Centro-Oeste
2018-09-30,134,2748023.0,4.876232840845946e-05,201803,MS,3° - 2018,Centro-Oeste
2018-12-31,208,2748023.0,7.56907784250714e-05,201804,MS,4° - 2018,Centro-Oeste
2019-03-31,331,2778986.0,0.00011910819270050299,201901,MS,1° - 2019,Centro-Oeste
2019-06-30,202,2778986.0,7.268838346072992e-05,201902,MS,2° - 2019,Centro-Oeste
2019-09-30,75,2778986.0,2.6988261185914574e-05,201903,MS,3° - 2019,Centro-Oeste
2019-12-31,80,2778986.0,2.878747859830888e-05,201904,MS,4° - 2019,Centro-Oeste
2020-03-31,267,2809394.0,9.503828939621854e-05,202001,MS,1° - 2020,Centro-Oeste
2020-06-30,73,2809394.0,2.5984251407954883e-05,202002,MS,2° - 2020,Centro-Oeste
2020-09-30,32,2809394.0,1.1390356781569264e-05,202003,MS,3° - 2020,Centro-Oeste
2020-12-31,43,2809394.0,1.53057919252337e-05,202004,MS,4° - 2020,Centro-Oeste
2021-03-31,396,2839188.0,0.00013947649821005161,202101,MS,1° - 2021,Centro-Oeste
2021-06-30,327,2839188.0,0.00011517377503708807,202102,MS,2° - 2021,Centro-Oeste
2021-09-30,125,2839188.0,4.402667241478902e-05,202103,MS,3° - 2021,Centro-Oeste
2021-12-31,163,2839188.0,5.741078082888488e-05,202104,MS,4° - 2021,Centro-Oeste
2022-03-31,594,2833742.0,0.0002096168246791698,202201,MS,1° - 2022,Centro-Oeste
2022-06-30,2031,2833742.0,0.0007167201530696866,202202,MS,2° - 2022,Centro-Oeste
2022-09-30,677,2833742.0,0.00023890671768989554,202203,MS,3° - 2022,Centro-Oeste
2022-12-31,1017,2833742.0,0.00035888941195069983,202204,MS,4° - 2022,Centro-Oeste
2023-03-31,5481,2833742.0,0.0019341916095396122,202301,MS,1° - 2023,Centro-Oeste
2023-06-30,5168,2833742.0,0.0018237369527642248,202302,MS,2° - 2023,Centro-Oeste
2010-03-31,0,6003788.0,0.0,201001,GO,1° - 2010,Centro-Oeste
2010-06-30,0,6003788.0,0.0,201002,GO,2° - 2010,Centro-Oeste
2010-09-30,0,6003788.0,0.0,201003,GO,3° - 2010,Centro-Oeste
2010-12-31,0,6003788.0,0.0,201004,GO,4° - 2010,Centro-Oeste
2011-03-31,0,6080588.0,0.0,201101,GO,1° - 2011,Centro-Oeste
2011-06-30,0,6080588.0,0.0,201102,GO,2° - 2011,Centro-Oeste
2011-09-30,0,6080588.0,0.0,201103,GO,3° - 2011,Centro-Oeste
2011-12-31,0,6080588.0,0.0,201104,GO,4° - 2011,Centro-Oeste
2012-03-31,0,6154996.0,0.0,201201,GO,1° - 2012,Centro-Oeste
2012-06-30,0,6154996.0,0.0,201202,GO,2° - 2012,Centro-Oeste
2012-09-30,0,6154996.0,0.0,201203,GO,3° - 2012,Centro-Oeste
2012-12-31,1,6154996.0,1.6246964254729003e-07,201204,GO,4° - 2012,Centro-Oeste
2013-03-31,0,6434048.0,0.0,201301,GO,1° - 2013,Centro-Oeste
2013-06-30,0,6434048.0,0.0,201302,GO,2° - 2013,Centro-Oeste
2013-09-30,0,6434048.0,0.0,201303,GO,3° - 2013,Centro-Oeste
2013-12-31,3,6434048.0,4.662694465443839e-07,201304,GO,4° - 2013,Centro-Oeste
2014-03-31,16,6523222.0,2.4527756375607024e-06,201401,GO,1° - 2014,Centro-Oeste
2014-06-30,0,6523222.0,0.0,201402,GO,2° - 2014,Centro-Oeste
2014-09-30,0,6523222.0,0.0,201403,GO,3° - 2014,Centro-Oeste
2014-12-31,0,6523222.0,0.0,201404,GO,4° - 2014,Centro-Oeste
2015-03-31,96,6610681.0,1.452195318455088e-05,201501,GO,1° - 2015,Centro-Oeste
2015-06-30,39,6610681.0,5.899543481223795e-06,201502,GO,2° - 2015,Centro-Oeste
2015-09-30,17,6610681.0,2.571595876430885e-06,201503,GO,3° - 2015,Centro-Oeste
2015-12-31,25,6610681.0,3.7817586418101253e-06,201504,GO,4° - 2015,Centro-Oeste
2016-03-31,282,6695855.0,4.2115607342154215e-05,201601,GO,1° - 2016,Centro-Oeste
2016-06-30,173,6695855.0,2.5836879681534323e-05,201602,GO,2° - 2016,Centro-Oeste
2016-09-30,32,6695855.0,4.779076010457215e-06,201603,GO,3° - 2016,Centro-Oeste
2016-12-31,69,6695855.0,1.0304882647548371e-05,201604,GO,4° - 2016,Centro-Oeste
2017-03-31,284,6778772.0,4.1895493756096235e-05,201701,GO,1° - 2017,Centro-Oeste
2017-06-30,214,6778772.0,3.156913966128378e-05,201702,GO,2° - 2017,Centro-Oeste
2017-09-30,72,6778772.0,1.0621392783235665e-05,201703,GO,3° - 2017,Centro-Oeste
2017-12-31,93,6778772.0,1.3719299011679402e-05,201704,GO,4° - 2017,Centro-Oeste
2018-03-31,208,6921161.0,3.005276137919635e-05,201801,GO,1° - 2018,Centro-Oeste
2018-06-30,136,6921161.0,1.964988244024377e-05,201802,GO,2° - 2018,Centro-Oeste
2018-09-30,56,6921161.0,8.091128063629787e-06,201803,GO,3° - 2018,Centro-Oeste
2018-12-31,90,6921161.0,1.300359867369073e-05,201804,GO,4° - 2018,Centro-Oeste
2019-03-31,150,7018354.0,2.1372532647968455e-05,201901,GO,1° - 2019,Centro-Oeste
2019-06-30,136,7018354.0,1.9377762934158067e-05,201902,GO,2° - 2019,Centro-Oeste
2019-09-30,29,7018354.0,4.132022978607235e-06,201903,GO,3° - 2019,Centro-Oeste
2019-12-31,36,7018354.0,5.12940783551243e-06,201904,GO,4° - 2019,Centro-Oeste
2020-03-31,69,7113540.0,9.699811907995176e-06,202001,GO,1° - 2020,Centro-Oeste
2020-06-30,60,7113540.0,8.434619050430587e-06,202002,GO,2° - 2020,Centro-Oeste
2020-09-30,29,7113540.0,4.076732541041451e-06,202003,GO,3° - 2020,Centro-Oeste
2020-12-31,10,7113540.0,1.4057698417384312e-06,202004,GO,4° - 2020,Centro-Oeste
2021-03-31,228,7206589.0,3.163771376444529e-05,202101,GO,1° - 2021,Centro-Oeste
2021-06-30,1011,7206589.0,0.00014028828340286923,202102,GO,2° - 2021,Centro-Oeste
2021-09-30,211,7206589.0,2.9278761422359455e-05,202103,GO,3° - 2021,Centro-Oeste
2021-12-31,363,7206589.0,5.037057059865631e-05,202104,GO,4° - 2021,Centro-Oeste
2022-03-31,2695,6950976.0,0.00038771533666639047,202201,GO,1° - 2022,Centro-Oeste
2022-06-30,2244,6950976.0,0.0003228323619589537,202202,GO,2° - 2022,Centro-Oeste
2022-09-30,536,6950976.0,7.711147326648804e-05,202203,GO,3° - 2022,Centro-Oeste
2022-12-31,433,6950976.0,6.22934103066965e-05,202204,GO,4° - 2022,Centro-Oeste
2023-03-31,977,6950976.0,0.00014055580108462466,202301,GO,1° - 2023,Centro-Oeste
2023-06-30,1062,6950976.0,0.00015278429964367594,202302,GO,2° - 2023,Centro-Oeste
2010-03-31,2,1383445.0,1.4456664341553151e-06,201001,TO,1° - 2010,Norte
2010-06-30,0,1383445.0,0.0,201002,TO,2° - 2010,Norte
2010-09-30,0,1383445.0,0.0,201003,TO,3° - 2010,Norte
2010-12-31,0,1383445.0,0.0,201004,TO,4° - 2010,Norte
2011-03-31,0,1400813.0,0.0,201101,TO,1° - 2011,Norte
2011-06-30,0,1400813.0,0.0,201102,TO,2° - 2011,Norte
2011-09-30,0,1400813.0,0.0,201103,TO,3° - 2011,Norte
2011-12-31,1,1400813.0,7.138711591054623e-07,201104,TO,4° - 2011,Norte
2012-03-31,0,1417694.0,0.0,201201,TO,1° - 2012,Norte
2012-06-30,0,1417694.0,0.0,201202,TO,2° - 2012,Norte
2012-09-30,0,1417694.0,0.0,201203,TO,3° - 2012,Norte
2012-12-31,0,1417694.0,0.0,201204,TO,4° - 2012,Norte
2013-03-31,0,1478164.0,0.0,201301,TO,1° - 2013,Norte
2013-06-30,1,1478164.0,6.765149198600425e-07,201302,TO,2° - 2013,Norte
2013-09-30,0,1478164.0,0.0,201303,TO,3° - 2013,Norte
2013-12-31,1,1478164.0,6.765149198600425e-07,201304,TO,4° - 2013,Norte
2014-03-31,8,1496880.0,5.344449788894234e-06,201401,TO,1° - 2014,Norte
2014-06-30,0,1496880.0,0.0,201402,TO,2° - 2014,Norte
2014-09-30,0,1496880.0,0.0,201403,TO,3° - 2014,Norte
2014-12-31,0,1496880.0,0.0,201404,TO,4° - 2014,Norte
2015-03-31,19,1515126.0,1.2540211177156223e-05,201501,TO,1° - 2015,Norte
2015-06-30,92,1515126.0,6.0721022542019605e-05,201502,TO,2° - 2015,Norte
2015-09-30,49,1515126.0,3.2340544614771316e-05,201503,TO,3° - 2015,Norte
2015-12-31,144,1515126.0,9.504160050055243e-05,201504,TO,4° - 2015,Norte
2016-03-31,929,1532902.0,0.000606040046917546,201601,TO,1° - 2016,Norte
2016-06-30,886,1532902.0,0.0005779886776845487,201602,TO,2° - 2016,Norte
2016-09-30,186,1532902.0,0.00012133848086831382,201603,TO,3° - 2016,Norte
2016-12-31,228,1532902.0,0.0001487374926772879,201604,TO,4° - 2016,Norte
2017-03-31,2655,1550194.0,0.00171268886345838,201701,TO,1° - 2017,Norte
2017-06-30,3126,1550194.0,0.0020165218030775505,201702,TO,2° - 2017,Norte
2017-09-30,609,1550194.0,0.0003928540556859335,201703,TO,3° - 2017,Norte
2017-12-31,286,1550194.0,0.00018449303764561081,201704,TO,4° - 2017,Norte
2018-03-31,365,1555229.0,0.00023469212572553623,201801,TO,1° - 2018,Norte
2018-06-30,403,1555229.0,0.00025912582648600303,201802,TO,2° - 2018,Norte
2018-09-30,171,1555229.0,0.00010995165342210054,201803,TO,3° - 2018,Norte
2018-12-31,481,1555229.0,0.0003092792122574875,201804,TO,4° - 2018,Norte
2019-03-31,1037,1572866.0,0.0006593060057245817,201901,TO,1° - 2019,Norte
2019-06-30,347,1572866.0,0.00022061637800041453,201902,TO,2° - 2019,Norte
2019-09-30,91,1572866.0,5.7856168294056835e-05,201903,TO,3° - 2019,Norte
2019-12-31,146,1572866.0,9.282418209815713e-05,201904,TO,4° - 2019,Norte
2020-03-31,175,1590248.0,0.00011004572871652723,202001,TO,1° - 2020,Norte
2020-06-30,107,1590248.0,6.728510270096236e-05,202002,TO,2° - 2020,Norte
2020-09-30,62,1590248.0,3.898762960242679e-05,202003,TO,3° - 2020,Norte
2020-12-31,63,1590248.0,3.961646233794981e-05,202004,TO,4° - 2020,Norte
2021-03-31,296,1607363.0,0.0001841525529702998,202101,TO,1° - 2021,Norte
2021-06-30,677,1607363.0,0.00042118675121923297,202102,TO,2° - 2021,Norte
2021-09-30,430,1607363.0,0.00026751891140955715,202103,TO,3° - 2021,Norte
2021-12-31,611,1607363.0,0.0003801257090028824,202104,TO,4° - 2021,Norte
2022-03-31,1799,1584306.0,0.0011355129627736056,202201,TO,1° - 2022,Norte
2022-06-30,5520,1584306.0,0.0034841754055087845,202202,TO,2° - 2022,Norte
2022-09-30,1261,1584306.0,0.0007959320989758291,202203,TO,3° - 2022,Norte
2022-12-31,536,1584306.0,0.0003383184814044762,202204,TO,4° - 2022,Norte
2023-03-31,7419,1584306.0,0.0046828074879474045,202301,TO,1° - 2023,Norte
2023-06-30,2555,1584306.0,0.0016126935074411131,202302,TO,2° - 2023,Norte
2010-03-31,0,2570160.0,0.0,201001,DF,1° - 2010,Centro-Oeste
2010-06-30,0,2570160.0,0.0,201002,DF,2° - 2010,Centro-Oeste
2010-09-30,1,2570160.0,3.890808354343698e-07,201003,DF,3° - 2010,Centro-Oeste
2010-12-31,0,2570160.0,0.0,201004,DF,4° - 2010,Centro-Oeste
2011-03-31,0,2609997.0,0.0,201101,DF,1° - 2011,Centro-Oeste
2011-06-30,0,2609997.0,0.0,201102,DF,2° - 2011,Centro-Oeste
2011-09-30,0,2609997.0,0.0,201103,DF,3° - 2011,Centro-Oeste
2011-12-31,0,2609997.0,0.0,201104,DF,4° - 2011,Centro-Oeste
2012-03-31,0,2648532.0,0.0,201201,DF,1° - 2012,Centro-Oeste
2012-06-30,0,2648532.0,0.0,201202,DF,2° - 2012,Centro-Oeste
2012-09-30,0,2648532.0,0.0,201203,DF,3° - 2012,Centro-Oeste
2012-12-31,0,2648532.0,0.0,201204,DF,4° - 2012,Centro-Oeste
2013-03-31,0,2789761.0,0.0,201301,DF,1° - 2013,Centro-Oeste
2013-06-30,0,2789761.0,0.0,201302,DF,2° - 2013,Centro-Oeste
2013-09-30,0,2789761.0,0.0,201303,DF,3° - 2013,Centro-Oeste
2013-12-31,3,2789761.0,1.0753609359368061e-06,201304,DF,4° - 2013,Centro-Oeste
2014-03-31,12,2852372.0,4.207024890161592e-06,201401,DF,1° - 2014,Centro-Oeste
2014-06-30,19,2852372.0,6.661122742755853e-06,201402,DF,2° - 2014,Centro-Oeste
2014-09-30,0,2852372.0,0.0,201403,DF,3° - 2014,Centro-Oeste
2014-12-31,3,2852372.0,1.051756222540398e-06,201404,DF,4° - 2014,Centro-Oeste
2015-03-31,91,2914830.0,3.12196594655606e-05,201501,DF,1° - 2015,Centro-Oeste
2015-06-30,78,2914830.0,2.6759708113337656e-05,201502,DF,2° - 2015,Centro-Oeste
2015-09-30,32,2914830.0,1.0978341790087244e-05,201503,DF,3° - 2015,Centro-Oeste
2015-12-31,64,2914830.0,2.1956683580174488e-05,201504,DF,4° - 2015,Centro-Oeste
2016-03-31,637,2977216.0,0.00021395827511339454,201601,DF,1° - 2016,Centro-Oeste
2016-06-30,313,2977216.0,0.00010513177411380296,201602,DF,2° - 2016,Centro-Oeste
2016-09-30,66,2977216.0,2.2168361314731615e-05,201603,DF,3° - 2016,Centro-Oeste
2016-12-31,75,2977216.0,2.5191319675831382e-05,201604,DF,4° - 2016,Centro-Oeste
2017-03-31,154,3039444.0,5.066716149401009e-05,201701,DF,1° - 2017,Centro-Oeste
2017-06-30,176,3039444.0,5.7905327421725815e-05,201702,DF,2° - 2017,Centro-Oeste
2017-09-30,47,3039444.0,1.5463354481938144e-05,201703,DF,3° - 2017,Centro-Oeste
2017-12-31,62,3039444.0,2.0398467614471596e-05,201704,DF,4° - 2017,Centro-Oeste
2018-03-31,57,2974703.0,1.9161576802793423e-05,201801,DF,1° - 2018,Centro-Oeste
2018-06-30,52,2974703.0,1.7480736732372945e-05,201802,DF,2° - 2018,Centro-Oeste
2018-09-30,53,2974703.0,1.781690474645704e-05,201803,DF,3° - 2018,Centro-Oeste
2018-12-31,52,2974703.0,1.7480736732372945e-05,201804,DF,4° - 2018,Centro-Oeste
2019-03-31,168,3015268.0,5.571644046234033e-05,201901,DF,1° - 2019,Centro-Oeste
2019-06-30,227,3015268.0,7.528352371994795e-05,201902,DF,2° - 2019,Centro-Oeste
2019-09-30,46,3015268.0,1.525569203135509e-05,201903,DF,3° - 2019,Centro-Oeste
2019-12-31,68,3015268.0,2.2551892568090132e-05,201904,DF,4° - 2019,Centro-Oeste
2020-03-31,724,3055149.0,0.00023697698541053154,202001,DF,1° - 2020,Centro-Oeste
2020-06-30,709,3055149.0,0.0002320672412376614,202002,DF,2° - 2020,Centro-Oeste
2020-09-30,48,3055149.0,1.5711181353184412e-05,202003,DF,3° - 2020,Centro-Oeste
2020-12-31,49,3055149.0,1.6038497631375754e-05,202004,DF,4° - 2020,Centro-Oeste
2021-03-31,80,3094325.0,2.5853780711463727e-05,202101,DF,1° - 2021,Centro-Oeste
2021-06-30,350,3094325.0,0.00011311029061265381,202102,DF,2° - 2021,Centro-Oeste
2021-09-30,122,3094325.0,3.9427015584982185e-05,202103,DF,3° - 2021,Centro-Oeste
2021-12-31,85,3094325.0,2.746964200593021e-05,202104,DF,4° - 2021,Centro-Oeste
2022-03-31,326,2923369.0,0.00011151517307599554,202201,DF,1° - 2022,Centro-Oeste
2022-06-30,455,2923369.0,0.00015564234279011647,202202,DF,2° - 2022,Centro-Oeste
2022-09-30,152,2923369.0,5.199480462439056e-05,202203,DF,3° - 2022,Centro-Oeste
2022-12-31,62,2923369.0,2.1208407149422464e-05,202204,DF,4° - 2022,Centro-Oeste
2023-03-31,469,2923369.0,0.00016043133795288927,202301,DF,1° - 2023,Centro-Oeste
2023-06-30,322,2923369.0,0.00011014688874377474,202302,DF,2° - 2023,Centro-Oeste
2010-03-31,16,14016906.0,1.141478725761591e-06,201001,BA,1° - 2010,Nordeste
2010-06-30,2,14016906.0,1.4268484072019888e-07,201002,BA,2° - 2010,Nordeste
2010-09-30,2,14016906.0,1.4268484072019888e-07,201003,BA,3° - 2010,Nordeste
2010-12-31,5,14016906.0,3.567121018004972e-07,201004,BA,4° - 2010,Nordeste
2011-03-31,3,14097333.0,2.1280620951494867e-07,201101,BA,1° - 2011,Nordeste
2011-06-30,4,14097333.0,2.8374161268659823e-07,201102,BA,2° - 2011,Nordeste
2011-09-30,3,14097333.0,2.1280620951494867e-07,201103,BA,3° - 2011,Nordeste
2011-12-31,1,14097333.0,7.093540317164956e-08,201104,BA,4° - 2011,Nordeste
2012-03-31,3,14175341.0,2.11635120453187e-07,201201,BA,1° - 2012,Nordeste
2012-06-30,2,14175341.0,1.4109008030212466e-07,201202,BA,2° - 2012,Nordeste
2012-09-30,1,14175341.0,7.054504015106233e-08,201203,BA,3° - 2012,Nordeste
2012-12-31,3,14175341.0,2.11635120453187e-07,201204,BA,4° - 2012,Nordeste
2013-03-31,9,15044137.0,5.982396996251762e-07,201301,BA,1° - 2013,Nordeste
2013-06-30,5,15044137.0,3.323553886806535e-07,201302,BA,2° - 2013,Nordeste
2013-09-30,0,15044137.0,0.0,201303,BA,3° - 2013,Nordeste
2013-12-31,57,15044137.0,3.7888514309594495e-06,201304,BA,4° - 2013,Nordeste
2014-03-31,76,15126371.0,5.024337959183997e-06,201401,BA,1° - 2014,Nordeste
2014-06-30,20,15126371.0,1.3221941997852625e-06,201402,BA,2° - 2014,Nordeste
2014-09-30,7,15126371.0,4.6276796992484187e-07,201403,BA,3° - 2014,Nordeste
2014-12-31,7,15126371.0,4.6276796992484187e-07,201404,BA,4° - 2014,Nordeste
2015-03-31,3506,15203934.0,0.00023059821227848002,201501,BA,1° - 2015,Nordeste
2015-06-30,8841,15203934.0,0.0005814942369520941,201502,BA,2° - 2015,Nordeste
2015-09-30,7764,15203934.0,0.0005106573075100168,201503,BA,3° - 2015,Nordeste
2015-12-31,7951,15203934.0,0.0005229567557975455,201504,BA,4° - 2015,Nordeste
2016-03-31,40580,15276566.0,0.002656356147055562,201601,BA,1° - 2016,Nordeste
2016-06-30,11095,15276566.0,0.0007262757873726333,201602,BA,2° - 2016,Nordeste
2016-09-30,1551,15276566.0,0.00010152805283595803,201603,BA,3° - 2016,Nordeste
2016-12-31,1911,15276566.0,0.0001250935583297974,201604,BA,4° - 2016,Nordeste
2017-03-31,6076,15344447.0,0.00039597386598552557,201701,BA,1° - 2017,Nordeste
2017-06-30,3264,15344447.0,0.00021271538817918952,201702,BA,2° - 2017,Nordeste
2017-09-30,1376,15344447.0,8.967413423240343e-05,201703,BA,3° - 2017,Nordeste
2017-12-31,469,15344447.0,3.056480301962006e-05,201704,BA,4° - 2017,Nordeste
2018-03-31,1158,14812617.0,7.817659769370935e-05,201801,BA,1° - 2018,Nordeste
2018-06-30,1896,14812617.0,0.00012799898897001118,201802,BA,2° - 2018,Nordeste
2018-09-30,1105,14812617.0,7.459856688389365e-05,201803,BA,3° - 2018,Nordeste
2018-12-31,369,14812617.0,2.491119563815091e-05,201804,BA,4° - 2018,Nordeste
2019-03-31,823,14873064.0,5.5334933003717324e-05,201901,BA,1° - 2019,Nordeste
2019-06-30,5161,14873064.0,0.00034700314609013985,201902,BA,2° - 2019,Nordeste
2019-09-30,4864,14873064.0,0.00032703416054687855,201903,BA,3° - 2019,Nordeste
2019-12-31,2686,14873064.0,0.00018059493322962909,201904,BA,4° - 2019,Nordeste
2020-03-31,7620,14930634.0,0.0005103601092893979,202001,BA,1° - 2020,Nordeste
2020-06-30,29912,14930634.0,0.00200339784633392,202002,BA,2° - 2020,Nordeste
2020-09-30,7043,14930634.0,0.00047171473093506945,202003,BA,3° - 2020,Nordeste
2020-12-31,2027,14930634.0,0.00013576114718236347,202004,BA,4° - 2020,Nordeste
2021-03-31,14867,14985284.0,0.0009921066561034146,202101,BA,1° - 2021,Nordeste
2021-06-30,15106,14985284.0,0.0010080556364497329,202102,BA,2° - 2021,Nordeste
2021-09-30,2823,14985284.0,0.00018838481806551013,202103,BA,3° - 2021,Nordeste
2021-12-31,1155,14985284.0,7.707561631798236e-05,202104,BA,4° - 2021,Nordeste
2022-03-31,10994,14659023.0,0.0007499817689077914,202201,BA,1° - 2022,Nordeste
2022-06-30,10066,14659023.0,0.0006866760492837756,202202,BA,2° - 2022,Nordeste
2022-09-30,1790,14659023.0,0.00012210909280925474,202203,BA,3° - 2022,Nordeste
2022-12-31,1734,14659023.0,0.00011828892007332276,202204,BA,4° - 2022,Nordeste
2023-03-31,8962,14659023.0,0.0006113640724896877,202301,BA,1° - 2023,Nordeste
2023-06-30,4615,14659023.0,0.00031482316386296686,202302,BA,2° - 2023,Nordeste
