data_iniSE,casos,pop,inc,trimestre,UF,trimestre-tick,regiao
2012-09-30,1285,3590985.0,0.0003578405367886527,201203,AM,3° - 2012,Norte
2012-12-31,1761,3590985.0,0.0004903946967197022,201204,AM,4° - 2012,Norte
2013-03-31,15031,3807921.0,0.003947298276408571,201301,AM,1° - 2013,Norte
2013-06-30,5465,3807921.0,0.0014351663282930502,201302,AM,2° - 2013,Norte
2013-09-30,1600,3807921.0,0.0004201767841297128,201303,AM,3° - 2013,Norte
2013-12-31,1674,3807921.0,0.000439609960395712,201304,AM,4° - 2013,Norte
2014-03-31,5218,3873743.0,0.0013470176002899521,201401,AM,1° - 2014,Norte
2014-06-30,2882,3873743.0,0.0007439832740581912,201402,AM,2° - 2014,Norte
2014-09-30,1498,3873743.0,0.00038670608762636033,201403,AM,3° - 2014,Norte
2014-12-31,1441,3873743.0,0.0003719916370290956,201404,AM,4° - 2014,Norte
2015-03-31,2975,3938336.0,0.0007553951719711066,201501,AM,1° - 2015,Norte
2015-06-30,2454,3938336.0,0.000623105798997343,201502,AM,2° - 2015,Norte
2015-09-30,1350,3938336.0,0.0003427843637515946,201503,AM,3° - 2015,Norte
2015-12-31,1157,3938336.0,0.0002937788954522925,201504,AM,4° - 2015,Norte
2016-03-31,6614,4001667.0,0.0016528111909361774,201601,AM,1° - 2016,Norte
2016-06-30,5414,4001667.0,0.001352936163853714,201602,AM,2° - 2016,Norte
2016-09-30,1671,4001667.0,0.00041757597521233027,201603,AM,3° - 2016,Norte
2016-12-31,1282,4001667.0,0.00032036648726643173,201604,AM,4° - 2016,Norte
2017-03-31,3907,4063614.0,0.0009614594299556995,201701,AM,1° - 2017,Norte
2017-06-30,1988,4063614.0,0.0004892196945871335,201702,AM,2° - 2017,Norte
2017-09-30,1309,4063614.0,0.00032212705242180975,201703,AM,3° - 2017,Norte
2017-12-31,1136,4063614.0,0.0002795541111926477,201704,AM,4° - 2017,Norte
2018-03-31,1581,4080611.0,0.0003874419786644696,201801,AM,1° - 2018,Norte
2018-06-30,1382,4080611.0,0.00033867477198880265,201802,AM,2° - 2018,Norte
2018-09-30,1075,4080611.0,0.00026344094058463306,201803,AM,3° - 2018,Norte
2018-12-31,690,4080611.0,0.0001690923246543226,201804,AM,4° - 2018,Norte
2019-03-31,1364,4144597.0,0.00032910316732845195,201901,AM,1° - 2019,Norte
2019-06-30,1155,4144597.0,0.0002786760691087698,201902,AM,2° - 2019,Norte
2019-09-30,927,4144597.0,0.0002236646892327529,201903,AM,3° - 2019,Norte
2019-12-31,4329,4144597.0,0.001044492383698584,201904,AM,4° - 2019,Norte
2020-03-31,4458,4207714.0,0.001059482654952309,202001,AM,1° - 2020,Norte
2020-06-30,2314,4207714.0,0.0005499423202242358,202002,AM,2° - 2020,Norte
2020-09-30,1196,4207714.0,0.000284239850902414,202003,AM,3° - 2020,Norte
2020-12-31,2031,4207714.0,0.0004826848973100358,202004,AM,4° - 2020,Norte
2021-03-31,6446,4269995.0,0.0015096036412220624,202101,AM,1° - 2021,Norte
2021-06-30,4994,4269995.0,0.0011695564046327923,202102,AM,2° - 2021,Norte
2021-09-30,3228,4269995.0,0.0007559727821695342,202103,AM,3° - 2021,Norte
2021-12-31,2619,4269995.0,0.0006133496643438692,202104,AM,4° - 2021,Norte
2022-03-31,2715,3952262.0,0.0006869483855068313,202201,AM,1° - 2022,Norte
2022-06-30,2831,3952262.0,0.0007162986664345633,202202,AM,2° - 2022,Norte
2022-09-30,1802,3952262.0,0.0004559414330325267,202203,AM,3° - 2022,Norte
2022-12-31,3751,3952262.0,0.0009490767565510586,202204,AM,4° - 2022,Norte
2023-03-31,7012,3952262.0,0.0017741738781487664,202301,AM,1° - 2023,Norte
2023-06-30,2980,3952262.0,0.0007539985962469087,202302,AM,2° - 2023,Norte
2010-03-31,2,733559.0,2.7264337292569514e-06,201001,AC,1° - 2010,Norte
2010-06-30,0,733559.0,0.0,201002,AC,2° - 2010,Norte
2010-09-30,0,733559.0,0.0,201003,AC,3° - 2010,Norte
2010-12-31,3,733559.0,4.089650593885427e-06,201004,AC,4° - 2010,Norte
2011-03-31,23412,746375.0,0.03136761011555853,201101,AC,1° - 2011,Norte
2011-06-30,4344,746375.0,0.005820130631385027,201102,AC,2° - 2011,Norte
2011-09-30,535,746375.0,0.0007167978563054764,201103,AC,3° - 2011,Norte
2011-12-31,1053,746375.0,0.0014108189582984424,201104,AC,4° - 2011,Norte
2012-03-31,3750,758786.0,0.004942104888598366,201201,AC,1° - 2012,Norte
2012-06-30,1111,758786.0,0.001464180941662076,201202,AC,2° - 2012,Norte
2012-09-30,636,758786.0,0.0008381809891062829,201203,AC,3° - 2012,Norte
2012-12-31,3357,758786.0,0.004424172296273257,201204,AC,4° - 2012,Norte
2013-03-31,6031,776463.0,0.007767272877136451,201301,AC,1° - 2013,Norte
2013-06-30,1495,776463.0,0.0019253976042644659,201302,AC,2° - 2013,Norte
2013-09-30,642,776463.0,0.0008268262621657439,201303,AC,3° - 2013,Norte
2013-12-31,1204,776463.0,0.0015506212144042924,201304,AC,4° - 2013,Norte
2014-03-31,2736,790101.0,0.0034628484206449556,201401,AC,1° - 2014,Norte
2014-06-30,2994,790101.0,0.003789388951539107,201402,AC,2° - 2014,Norte
2014-09-30,13191,790101.0,0.01669533388769284,201403,AC,3° - 2014,Norte
2014-12-31,17654,790101.0,0.022343978807772676,201404,AC,4° - 2014,Norte
2015-03-31,8014,803513.0,0.009973702976803113,201501,AC,1° - 2015,Norte
2015-06-30,3225,803513.0,0.004013625168478917,201502,AC,2° - 2015,Norte
2015-09-30,901,803513.0,0.0011213259773021718,201503,AC,3° - 2015,Norte
2015-12-31,1641,803513.0,0.0020422818299143885,201504,AC,4° - 2015,Norte
2016-03-31,6197,816687.0,0.0075879743402307125,201601,AC,1° - 2016,Norte
2016-06-30,2015,816687.0,0.0024672855084016277,201602,AC,2° - 2016,Norte
2016-09-30,450,816687.0,0.0005510066892212072,201603,AC,3° - 2016,Norte
2016-12-31,841,816687.0,0.001029770279188967,201604,AC,4° - 2016,Norte
2017-03-31,2396,829619.0,0.00288807271771741,201701,AC,1° - 2017,Norte
2017-06-30,997,829619.0,0.0012017564689333297,201702,AC,2° - 2017,Norte
2017-09-30,470,829619.0,0.0005665251157459027,201703,AC,3° - 2017,Norte
2017-12-31,1934,829619.0,0.0023311905826650546,201704,AC,4° - 2017,Norte
2018-03-31,2971,869265.0,0.003417830005809506,201801,AC,1° - 2018,Norte
2018-06-30,2508,869265.0,0.002885196113958344,201802,AC,2° - 2018,Norte
2018-09-30,2009,869265.0,0.002311147923820699,201803,AC,3° - 2018,Norte
2018-12-31,6178,869265.0,0.007107153744830403,201804,AC,4° - 2018,Norte
2019-03-31,5685,881935.0,0.0064460532805705635,201901,AC,1° - 2019,Norte
2019-06-30,1787,881935.0,0.002026226422582163,201902,AC,2° - 2019,Norte
2019-09-30,1199,881935.0,0.0013595106215310653,201903,AC,3° - 2019,Norte
2019-12-31,8109,881935.0,0.009194555154291417,201904,AC,4° - 2019,Norte
2020-03-31,6029,894470.0,0.006740304314286672,202001,AC,1° - 2020,Norte
2020-06-30,2678,894470.0,0.002993951725602871,202002,AC,2° - 2020,Norte
2020-09-30,1020,894470.0,0.0011403400896620344,202003,AC,3° - 2020,Norte
2020-12-31,3844,894470.0,0.004297516965353785,202004,AC,4° - 2020,Norte
2021-03-31,23637,906876.0,0.02606420282375981,202101,AC,1° - 2021,Norte
2021-06-30,3654,906876.0,0.004029216783771982,202102,AC,2° - 2021,Norte
2021-09-30,2106,906876.0,0.0023222579492675954,202103,AC,3° - 2021,Norte
2021-12-31,4522,906876.0,0.004986348740070307,202104,AC,4° - 2021,Norte
2022-03-31,3269,829780.0,0.00393959844778134,202201,AC,1° - 2022,Norte
2022-06-30,1985,829780.0,0.002392200342259394,202202,AC,2° - 2022,Norte
2022-09-30,1226,829780.0,0.0014775000602569356,202203,AC,3° - 2022,Norte
2022-12-31,1995,829780.0,0.002404251729374051,202204,AC,4° - 2022,Norte
2023-03-31,7665,829780.0,0.009237388223384511,202301,AC,1° - 2023,Norte
2023-06-30,4759,829780.0,0.005735255127865217,202302,AC,2° - 2023,Norte
2010-03-31,611,3035122.0,0.00020130986497412625,201001,MT,1° - 2010,Centro-Oeste
2010-06-30,5,3035122.0,1.6473802371041428e-06,201002,MT,2° - 2010,Centro-Oeste
2010-09-30,4,3035122.0,1.3179041896833141e-06,201003,MT,3° - 2010,Centro-Oeste
2010-12-31,6,3035122.0,1.9768562845249714e-06,201004,MT,4° - 2010,Centro-Oeste
2011-03-31,5081,3075862.0,0.0016518946558720775,201101,MT,1° - 2011,Centro-Oeste
2011-06-30,1725,3075862.0,0.0005608183982246278,201102,MT,2° - 2011,Centro-Oeste
2011-09-30,1180,3075862.0,0.0003836322955971367,201103,MT,3° - 2011,Centro-Oeste
2011-12-31,2589,3075862.0,0.0008417152655093109,201104,MT,4° - 2011,Centro-Oeste
2012-03-31,13637,3115336.0,0.0043773769506724155,201201,MT,1° - 2012,Centro-Oeste
2012-06-30,17739,3115336.0,0.00569408885590511,201202,MT,2° - 2012,Centro-Oeste
2012-09-30,5139,3115336.0,0.0016495812971698718,201203,MT,3° - 2012,Centro-Oeste
2012-12-31,7156,3115336.0,0.0022970234992309014,201204,MT,4° - 2012,Centro-Oeste
2013-03-31,29511,3182113.0,0.009274026409495829,201301,MT,1° - 2013,Centro-Oeste
2013-06-30,9332,3182113.0,0.002932642555434078,201302,MT,2° - 2013,Centro-Oeste
2013-09-30,1823,3182113.0,0.0005728897748131509,201303,MT,3° - 2013,Centro-Oeste
2013-12-31,2934,3182113.0,0.0009220288531551205,201304,MT,4° - 2013,Centro-Oeste
2014-03-31,5630,3224357.0,0.0017460845681790199,201401,MT,1° - 2014,Centro-Oeste
2014-06-30,3169,3224357.0,0.0009828316157298959,201402,MT,2° - 2014,Centro-Oeste
2014-09-30,1209,3224357.0,0.00037495848009386055,201403,MT,3° - 2014,Centro-Oeste
2014-12-31,1492,3224357.0,0.0004627279175351861,201404,MT,4° - 2014,Centro-Oeste
2015-03-31,6753,3265486.0,0.00206799232947255,201501,MT,1° - 2015,Centro-Oeste
2015-06-30,13371,3265486.0,0.004094643186343472,201502,MT,2° - 2015,Centro-Oeste
2015-09-30,3898,3265486.0,0.0011936967422307124,201503,MT,3° - 2015,Centro-Oeste
2015-12-31,8225,3265486.0,0.002518767497395487,201504,MT,4° - 2015,Centro-Oeste
2016-03-31,23598,3305531.0,0.007138943788456378,201601,MT,1° - 2016,Centro-Oeste
2016-06-30,2862,3305531.0,0.0008658215578677072,201602,MT,2° - 2016,Centro-Oeste
2016-09-30,962,3305531.0,0.0002910273720016542,201603,MT,3° - 2016,Centro-Oeste
2016-12-31,1939,3305531.0,0.0005865925928390931,201604,MT,4° - 2016,Centro-Oeste
2017-03-31,6138,3344544.0,0.0018352277619908723,201701,MT,1° - 2017,Centro-Oeste
2017-06-30,3423,3344544.0,0.0010234579063692988,201702,MT,2° - 2017,Centro-Oeste
2017-09-30,1024,3344544.0,0.00030617028808710547,201703,MT,3° - 2017,Centro-Oeste
2017-12-31,1765,3344544.0,0.0005277251547595128,201704,MT,4° - 2017,Centro-Oeste
2018-03-31,4537,3441998.0,0.0013181297606796982,201801,MT,1° - 2018,Centro-Oeste
2018-06-30,2865,3441998.0,0.0008323653877776803,201802,MT,2° - 2018,Centro-Oeste
2018-09-30,796,3441998.0,0.00023126102920454923,201803,MT,3° - 2018,Centro-Oeste
2018-12-31,1711,3441998.0,0.0004970950012173162,201804,MT,4° - 2018,Centro-Oeste
2019-03-31,4879,3484466.0,0.0014002145522441602,201901,MT,1° - 2019,Centro-Oeste
2019-06-30,7344,3484466.0,0.0021076400228901646,201902,MT,2° - 2019,Centro-Oeste
2019-09-30,1952,3484466.0,0.0005602006161058825,201903,MT,3° - 2019,Centro-Oeste
2019-12-31,3894,3484466.0,0.0011175313520063045,201904,MT,4° - 2019,Centro-Oeste
2020-03-31,25766,3526220.0,0.007306974607369931,202001,MT,1° - 2020,Centro-Oeste
2020-06-30,14827,3526220.0,0.004204785861347278,202002,MT,2° - 2020,Centro-Oeste
2020-09-30,2932,3526220.0,0.0008314852731820476,202003,MT,3° - 2020,Centro-Oeste
2020-12-31,1588,3526220.0,0.00045034059134143646,202004,MT,4° - 2020,Centro-Oeste
2021-03-31,10451,3567234.0,0.002929720898600989,202101,MT,1° - 2021,Centro-Oeste
2021-06-30,11516,3567234.0,0.0032282715403587204,202102,MT,2° - 2021,Centro-Oeste
2021-09-30,5666,3567234.0,0.0015883454799993496,202103,MT,3° - 2021,Centro-Oeste
2021-12-31,13821,3567234.0,0.0038744304410644214,202104,MT,4° - 2021,Centro-Oeste
2022-03-31,23807,3784239.0,0.006291093136559293,202201,MT,1° - 2022,Centro-Oeste
2022-06-30,23257,3784239.0,0.006145753479101082,202202,MT,2° - 2022,Centro-Oeste
2022-09-30,4577,3784239.0,0.0012094902039749603,202203,MT,3° - 2022,Centro-Oeste
2022-12-31,3841,3784239.0,0.0010149993169036098,202204,MT,4° - 2022,Centro-Oeste
2023-03-31,17869,3784239.0,0.004721953343855925,202301,MT,1° - 2023,Centro-Oeste
2023-06-30,15109,3784239.0,0.00399261251733836,202302,MT,2° - 2023,Centro-Oeste
2010-03-31,144,2449024.0,5.879893377933414e-05,201001,MS,1° - 2010,Centro-Oeste
2010-06-30,8,2449024.0,3.2666074321852296e-06,201002,MS,2° - 2010,Centro-Oeste
2010-09-30,1,2449024.0,4.083259290231537e-07,201003,MS,3° - 2010,Centro-Oeste
2010-12-31,0,2449024.0,0.0,201004,MS,4° - 2010,Centro-Oeste
2011-03-31,8697,2477504.0,0.00351038787424763,201101,MS,1° - 2011,Centro-Oeste
2011-06-30,4500,2477504.0,0.0018163441915734545,201102,MS,2° - 2011,Centro-Oeste
2011-09-30,906,2477504.0,0.00036569063057012216,201103,MS,3° - 2011,Centro-Oeste
2011-12-31,2017,2477504.0,0.0008141258298674795,201104,MS,4° - 2011,Centro-Oeste
2012-03-31,5655,2505088.0,0.002257405727862654,201201,MS,1° - 2012,Centro-Oeste
2012-06-30,5625,2505088.0,0.0022454301006591387,201202,MS,2° - 2012,Centro-Oeste
2012-09-30,1335,2505088.0,0.0005329154105564355,201203,MS,3° - 2012,Centro-Oeste
2012-12-31,7206,2505088.0,0.0028765456542844004,201204,MS,4° - 2012,Centro-Oeste
2013-03-31,78235,2587269.0,0.030238448340702107,201301,MS,1° - 2013,Centro-Oeste
2013-06-30,14843,2587269.0,0.005736937287927927,201302,MS,2° - 2013,Centro-Oeste
2013-09-30,1230,2587269.0,0.00047540476077284583,201303,MS,3° - 2013,Centro-Oeste
2013-12-31,1598,2587269.0,0.0006176396810691118,201304,MS,4° - 2013,Centro-Oeste
2014-03-31,4137,2619657.0,0.0015792143780655253,201401,MS,1° - 2014,Centro-Oeste
2014-06-30,2677,2619657.0,0.001021889506908729,201402,MS,2° - 2014,Centro-Oeste
2014-09-30,1035,2619657.0,0.0003950898915392359,201403,MS,3° - 2014,Centro-Oeste
2014-12-31,1566,2619657.0,0.0005977881837202351,201404,MS,4° - 2014,Centro-Oeste
2015-03-31,14092,2651235.0,0.005315258737908937,201501,MS,1° - 2015,Centro-Oeste
2015-06-30,15583,2651235.0,0.005877638157311593,201502,MS,2° - 2015,Centro-Oeste
2015-09-30,2366,2651235.0,0.0008924142899441204,201503,MS,3° - 2015,Centro-Oeste
2015-12-31,15607,2651235.0,0.005886690542332158,201504,MS,4° - 2015,Centro-Oeste
2016-03-31,49424,2682386.0,0.018425386950274868,201601,MS,1° - 2016,Centro-Oeste
2016-06-30,7094,2682386.0,0.002644660388176795,201602,MS,2° - 2016,Centro-Oeste
2016-09-30,692,2682386.0,0.0002579792766589149,201603,MS,3° - 2016,Centro-Oeste
2016-12-31,1199,2682386.0,0.0004469901050780909,201604,MS,4° - 2016,Centro-Oeste
2017-03-31,2805,2713147.0,0.001033854781919299,201701,MS,1° - 2017,Centro-Oeste
2017-06-30,1511,2713147.0,0.0005569178522210554,201702,MS,2° - 2017,Centro-Oeste
2017-09-30,1114,2713147.0,0.0004105933073290905,201703,MS,3° - 2017,Centro-Oeste
2017-12-31,1873,2713147.0,0.0006903422483190185,201704,MS,4° - 2017,Centro-Oeste
2018-03-31,2043,2748023.0,0.0007434435592424081,201801,MS,1° - 2018,Centro-Oeste
2018-06-30,1512,2748023.0,0.0005502137354745575,201802,MS,2° - 2018,Centro-Oeste
2018-09-30,849,2748023.0,0.0003089493792446424,201803,MS,3° - 2018,Centro-Oeste
2018-12-31,6791,2748023.0,0.002471231135983942,201804,MS,4° - 2018,Centro-Oeste
2019-03-31,39950,2778986.0,0.014375747125030498,201901,MS,1° - 2019,Centro-Oeste
2019-06-30,37015,2778986.0,0.01331960650395504,201902,MS,2° - 2019,Centro-Oeste
2019-09-30,2842,2778986.0,0.0010226751772049228,201903,MS,3° - 2019,Centro-Oeste
2019-12-31,4420,2778986.0,0.0015905081925565656,201904,MS,4° - 2019,Centro-Oeste
2020-03-31,52857,2809394.0,0.018814377762606454,202001,MS,1° - 2020,Centro-Oeste
2020-06-30,12860,2809394.0,0.004577499631593148,202002,MS,2° - 2020,Centro-Oeste
2020-09-30,3157,2809394.0,0.0011237298862316926,202003,MS,3° - 2020,Centro-Oeste
2020-12-31,2433,2809394.0,0.0008660230640486881,202004,MS,4° - 2020,Centro-Oeste
2021-03-31,13273,2839188.0,0.004674928183691957,202101,MS,1° - 2021,Centro-Oeste
2021-06-30,8430,2839188.0,0.0029691587876533713,202102,MS,2° - 2021,Centro-Oeste
2021-09-30,2991,2839188.0,0.0010534702175410717,202103,MS,3° - 2021,Centro-Oeste
2021-12-31,2933,2839188.0,0.0010330418415406095,202104,MS,4° - 2021,Centro-Oeste
2022-03-31,8616,2833742.0,0.003040502628679675,202201,MS,1° - 2022,Centro-Oeste
2022-06-30,29287,2833742.0,0.010335097549459337,202202,MS,2° - 2022,Centro-Oeste
2022-09-30,7983,2833742.0,0.0028171230831882366,202203,MS,3° - 2022,Centro-Oeste
2022-12-31,9305,2833742.0,0.0032836440296964225,202204,MS,4° - 2022,Centro-Oeste
2023-03-31,45297,2833742.0,0.015984870888034266,202301,MS,1° - 2023,Centro-Oeste
2023-06-30,35359,2833742.0,0.012477847312846405,202302,MS,2° - 2023,Centro-Oeste
2010-03-31,153,6003788.0,2.5483911157422613e-05,201001,GO,1° - 2010,Centro-Oeste
2010-06-30,0,6003788.0,0.0,201002,GO,2° - 2010,Centro-Oeste
2010-09-30,0,6003788.0,0.0,201003,GO,3° - 2010,Centro-Oeste
2010-12-31,4,6003788.0,6.662460433313102e-07,201004,GO,4° - 2010,Centro-Oeste
2011-03-31,19397,6080588.0,0.003189987547256943,201101,GO,1° - 2011,Centro-Oeste
2011-06-30,14219,6080588.0,0.002338425165460972,201102,GO,2° - 2011,Centro-Oeste
2011-09-30,3945,6080588.0,0.0006487859397808238,201103,GO,3° - 2011,Centro-Oeste
2011-12-31,7253,6080588.0,0.0011928122740761256,201104,GO,4° - 2011,Centro-Oeste
2012-03-31,11731,6154996.0,0.0019059313767222595,201201,GO,1° - 2012,Centro-Oeste
2012-06-30,10355,6154996.0,0.0016823731485771883,201202,GO,2° - 2012,Centro-Oeste
2012-09-30,5033,6154996.0,0.0008177097109405108,201203,GO,3° - 2012,Centro-Oeste
2012-12-31,9070,6154996.0,0.0014735996579039207,201204,GO,4° - 2012,Centro-Oeste
2013-03-31,97853,6434048.0,0.015208621384235866,201301,GO,1° - 2013,Centro-Oeste
2013-06-30,47099,6434048.0,0.0073202748875979785,201302,GO,2° - 2013,Centro-Oeste
2013-09-30,6261,6434048.0,0.0009731043349381291,201303,GO,3° - 2013,Centro-Oeste
2013-12-31,9758,6434048.0,0.0015166190864600326,201304,GO,4° - 2013,Centro-Oeste
2014-03-31,48074,6523222.0,0.007369671000005826,201401,GO,1° - 2014,Centro-Oeste
2014-06-30,51511,6523222.0,0.007896557866649334,201402,GO,2° - 2014,Centro-Oeste
2014-09-30,10076,6523222.0,0.0015446354577538523,201403,GO,3° - 2014,Centro-Oeste
2014-12-31,11729,6523222.0,0.0017980378408093424,201404,GO,4° - 2014,Centro-Oeste
2015-03-31,79751,6610681.0,0.012063961337719972,201501,GO,1° - 2015,Centro-Oeste
2015-06-30,92606,6610681.0,0.014008541631338738,201502,GO,2° - 2015,Centro-Oeste
2015-09-30,9780,6610681.0,0.001479423980676121,201503,GO,3° - 2015,Centro-Oeste
2015-12-31,16208,6610681.0,0.0024517897626583404,201504,GO,4° - 2015,Centro-Oeste
2016-03-31,100009,6695855.0,0.01493595664780674,201601,GO,1° - 2016,Centro-Oeste
2016-06-30,39414,6695855.0,0.0058863281836300215,201602,GO,2° - 2016,Centro-Oeste
2016-09-30,6056,6695855.0,0.000904440134979028,201603,GO,3° - 2016,Centro-Oeste
2016-12-31,10051,6695855.0,0.001501077905659546,201604,GO,4° - 2016,Centro-Oeste
2017-03-31,29733,6778772.0,0.0043861926614436955,201701,GO,1° - 2017,Centro-Oeste
2017-06-30,35907,6778772.0,0.005296977092606153,201702,GO,2° - 2017,Centro-Oeste
2017-09-30,6994,6778772.0,0.0010317502934159757,201703,GO,3° - 2017,Centro-Oeste
2017-12-31,9302,6778772.0,0.0013722249398563633,201704,GO,4° - 2017,Centro-Oeste
2018-03-31,42062,6921161.0,0.006077304082364216,201801,GO,1° - 2018,Centro-Oeste
2018-06-30,42619,6921161.0,0.006157781909711391,201802,GO,2° - 2018,Centro-Oeste
2018-09-30,8919,6921161.0,0.0012886566285627513,201803,GO,3° - 2018,Centro-Oeste
2018-12-31,15254,6921161.0,0.0022039654907608707,201804,GO,4° - 2018,Centro-Oeste
2019-03-31,54758,7018354.0,0.007802114284916378,201901,GO,1° - 2019,Centro-Oeste
2019-06-30,70893,7018354.0,0.010101086380082851,201902,GO,2° - 2019,Centro-Oeste
2019-09-30,11224,7018354.0,0.0015992353762719863,201903,GO,3° - 2019,Centro-Oeste
2019-12-31,10729,7018354.0,0.0015287060185336903,201904,GO,4° - 2019,Centro-Oeste
2020-03-31,38367,7113540.0,0.005393517151797839,202001,GO,1° - 2020,Centro-Oeste
2020-06-30,32267,7113540.0,0.004535997548337396,202002,GO,2° - 2020,Centro-Oeste
2020-09-30,8771,7113540.0,0.001233000728188778,202003,GO,3° - 2020,Centro-Oeste
2020-12-31,4533,7113540.0,0.0006372354692600309,202004,GO,4° - 2020,Centro-Oeste
2021-03-31,22889,7206589.0,0.0031761211857648606,202101,GO,1° - 2021,Centro-Oeste
2021-06-30,30277,7206589.0,0.0042012941212548685,202102,GO,2° - 2021,Centro-Oeste
2021-09-30,13754,7206589.0,0.0019085312066499144,202103,GO,3° - 2021,Centro-Oeste
2021-12-31,31857,7206589.0,0.004420537927166375,202104,GO,4° - 2021,Centro-Oeste
2022-03-31,121529,6950976.0,0.017483731780975793,202201,GO,1° - 2022,Centro-Oeste
2022-06-30,112311,6950976.0,0.016157587078418915,202202,GO,2° - 2022,Centro-Oeste
2022-09-30,21866,6950976.0,0.0031457452881437083,202203,GO,3° - 2022,Centro-Oeste
2022-12-31,20533,6950976.0,0.002953973657799998,202204,GO,4° - 2022,Centro-Oeste
2023-03-31,45414,6950976.0,0.0065334709830677015,202301,GO,1° - 2023,Centro-Oeste
2023-06-30,29284,6950976.0,0.004212933550626559,202302,GO,2° - 2023,Centro-Oeste
2010-03-31,296,1383445.0,0.00021395863225498663,201001,TO,1° - 2010,Norte
2010-06-30,7,1383445.0,5.059832519543603e-06,201002,TO,2° - 2010,Norte
2010-09-30,3,1383445.0,2.1684996512329728e-06,201003,TO,3° - 2010,Norte
2010-12-31,1,1383445.0,7.228332170776576e-07,201004,TO,4° - 2010,Norte
2011-03-31,7139,1400813.0,0.005096326204853896,201101,TO,1° - 2011,Norte
2011-06-30,8299,1400813.0,0.005924416749416232,201102,TO,2° - 2011,Norte
2011-09-30,2819,1400813.0,0.0020124027975182983,201103,TO,3° - 2011,Norte
2011-12-31,4039,1400813.0,0.002883325611626962,201104,TO,4° - 2011,Norte
2012-03-31,12848,1417694.0,0.009062604483054876,201201,TO,1° - 2012,Norte
2012-06-30,8512,1417694.0,0.006004116544190778,201202,TO,2° - 2012,Norte
2012-09-30,1864,1417694.0,0.0013148112357109503,201203,TO,3° - 2012,Norte
2012-12-31,2721,1417694.0,0.0019193140409707596,201204,TO,4° - 2012,Norte
2013-03-31,10812,1478164.0,0.0073144793135267805,201301,TO,1° - 2013,Norte
2013-06-30,6316,1478164.0,0.004272868233836029,201302,TO,2° - 2013,Norte
2013-09-30,1130,1478164.0,0.0007644618594418481,201303,TO,3° - 2013,Norte
2013-12-31,2240,1478164.0,0.0015153934204864953,201304,TO,4° - 2013,Norte
2014-03-31,4665,1496880.0,0.00311648228314895,201401,TO,1° - 2014,Norte
2014-06-30,3055,1496880.0,0.0020409117631339855,201402,TO,2° - 2014,Norte
2014-09-30,984,1496880.0,0.0006573673240339907,201403,TO,3° - 2014,Norte
2014-12-31,1346,1496880.0,0.0008992036769814547,201404,TO,4° - 2014,Norte
2015-03-31,5825,1515126.0,0.003844564742470263,201501,TO,1° - 2015,Norte
2015-06-30,7696,1515126.0,0.005079445537862858,201502,TO,2° - 2015,Norte
2015-09-30,1769,1515126.0,0.001167559661704703,201503,TO,3° - 2015,Norte
2015-12-31,3680,1515126.0,0.002428840901680784,201504,TO,4° - 2015,Norte
2016-03-31,13354,1532902.0,0.008711581040405715,201601,TO,1° - 2016,Norte
2016-06-30,4164,1532902.0,0.002716416313632574,201602,TO,2° - 2016,Norte
2016-09-30,638,1532902.0,0.0004162040365267969,201603,TO,3° - 2016,Norte
2016-12-31,950,1532902.0,0.000619739552822033,201604,TO,4° - 2016,Norte
2017-03-31,7124,1550194.0,0.004595553846808851,201701,TO,1° - 2017,Norte
2017-06-30,5657,1550194.0,0.0036492206781860853,201702,TO,2° - 2017,Norte
2017-09-30,1031,1550194.0,0.0006650780482958907,201703,TO,3° - 2017,Norte
2017-12-31,1019,1550194.0,0.0006573370816813895,201704,TO,4° - 2017,Norte
2018-03-31,1791,1555229.0,0.0011515988963683161,201801,TO,1° - 2018,Norte
2018-06-30,2600,1555229.0,0.0016717795257161485,201802,TO,2° - 2018,Norte
2018-09-30,690,1555229.0,0.0004436645664400548,201803,TO,3° - 2018,Norte
2018-12-31,3520,1555229.0,0.0022633322809695548,201804,TO,4° - 2018,Norte
2019-03-31,18492,1572866.0,0.011756882023007682,201901,TO,1° - 2019,Norte
2019-06-30,8093,1572866.0,0.005145384285756066,201902,TO,2° - 2019,Norte
2019-09-30,677,1572866.0,0.0004304244608250162,201903,TO,3° - 2019,Norte
2019-12-31,1929,1572866.0,0.0012264236114201718,201904,TO,4° - 2019,Norte
2020-03-31,2939,1590248.0,0.0018481394097021346,202001,TO,1° - 2020,Norte
2020-06-30,1485,1590248.0,0.0009338166122516739,202002,TO,2° - 2020,Norte
2020-09-30,623,1590248.0,0.00039176279423083695,202003,TO,3° - 2020,Norte
2020-12-31,398,1590248.0,0.00025027542873815907,202004,TO,4° - 2020,Norte
2021-03-31,1482,1607363.0,0.0009220070388580551,202101,TO,1° - 2021,Norte
2021-06-30,3083,1607363.0,0.0019180483811061968,202102,TO,2° - 2021,Norte
2021-09-30,3108,1607363.0,0.001933601806188148,202103,TO,3° - 2021,Norte
2021-12-31,16097,1607363.0,0.010014539341766607,202104,TO,4° - 2021,Norte
2022-03-31,21605,1584306.0,0.01363688580362632,202201,TO,1° - 2022,Norte
2022-06-30,16905,1584306.0,0.010670287179370653,202202,TO,2° - 2022,Norte
2022-09-30,3593,1584306.0,0.0022678699695639604,202203,TO,3° - 2022,Norte
