dt_sin_pri,notified,probable,lab_confirmed,acum_notified,acum_probable,acum_lab_confirmed,year,week
2022-08-07,206,60,3,736540,451543,106421,2022,32
2022-08-14,194,66,2,737869,451982,106428,2022,33
2022-08-21,198,90,1,739287,452560,106440,2022,34
2022-08-28,199,104,2,740614,453226,106445,2022,35
2022-09-04,175,102,1,741845,453891,106458,2022,36
2022-09-11,178,84,1,743145,454560,106466,2022,37
2022-09-18,157,91,1,744308,455173,106472,2022,38
2022-09-25,157,79,1,745385,455768,106479,2022,39
2022-10-02,158,80,1,746538,456349,106489,2022,40
2022-10-09,158,75,0,747697,456917,106491,2022,41
2022-10-16,135,65,1,748598,457349,106493,2022,42
2022-10-23,217,110,3,749860,457992,106509,2022,43
2022-10-30,220,122,0,751509,458861,106519,2022,44
2022-11-06,237,106,2,753006,459589,106528,2022,45
2022-11-13,307,168,2,755063,460620,106541,2022,46
2022-11-20,382,256,4,757421,462141,106556,2022,47
2022-11-27,344,228,4,760046,463917,106588,2022,48
2022-12-04,334,201,4,762301,465307,106613,2022,49
2022-12-11,284,165,2,764539,466596,106638,2022,50
2022-12-18,314,177,12,766643,467788,106696,2022,51
2022-12-25,204,117,10,768373,468783,106781,2022,52
2023-01-01,132,79,9,549694,335343,76315,2023,1
