date,temp_med,precip_med,pressao_med,umid_med,temp_max,trimestre,state,region,trimestre_tick
2010-06-30,20.914151179347826,0.10425623318521822,1.0045657244923554,80.65447432262302,25.15541123948877,201002,RJ,Sudeste,2010-02
2010-09-30,20.315774134924386,0.06462808004015726,1.006794931424858,76.05369167793005,24.861882780541116,201003,RJ,Sudeste,2010-03
2010-12-31,22.93133672205813,0.3138777205897122,0.9989374485692344,81.91961715229206,26.450181723062382,201004,RJ,Sudeste,2010-04
2011-03-31,24.906280594565217,0.24870728385908197,0.9990553533550725,80.86644338671498,28.677619763405797,201101,RJ,Sudeste,2011-01
2011-06-30,20.599355871118014,0.10891112935749796,1.0042712381402294,81.56362642498804,24.619741673674152,201102,RJ,Sudeste,2011-02
2011-09-30,19.735629187618148,0.036724887062607514,1.006153993779537,75.5843746596172,24.441938050862476,201103,RJ,Sudeste,2011-03
2011-12-31,21.92625211448488,0.2694388990508947,1.0007275672270795,80.58545413468808,25.400575354442342,201104,RJ,Sudeste,2011-04
2012-03-31,24.043024998088868,0.25368732218351303,1.0007906826958912,79.7049460127807,28.02565794947444,201201,RJ,Sudeste,2012-01
2012-06-30,21.265536673913044,0.12593908407185309,1.0043872059937888,83.09478946356904,25.040635550764453,201202,RJ,Sudeste,2012-02
2012-09-30,20.114713278768903,0.04823746566514426,1.0074192569116258,75.95906117143194,24.671049294541586,201203,RJ,Sudeste,2012-03
2012-12-31,23.746256938208884,0.16958961299159028,1.000178114469518,78.37441229347826,27.73450816847826,201204,RJ,Sudeste,2012-04
2013-03-31,24.595932355434783,0.34017013385317174,1.0006835913961352,81.53956639371981,28.30623582548309,201301,RJ,Sudeste,2013-01
2013-06-30,21.04714962087912,0.08294916786418693,1.004396762891782,81.44313989524606,25.00950522790253,201302,RJ,Sudeste,2013-02
2013-09-30,20.07410616310255,0.07857631219798913,1.006334441120038,77.30817675827032,24.658950576795842,201303,RJ,Sudeste,2013-03
2013-12-31,22.9017617165052,0.27383683318688506,1.0008782991599718,80.54081367556711,26.379614522211718,201304,RJ,Sudeste,2013-04
2014-03-31,25.27629783816425,0.1315612544612023,1.0012742900869565,76.16363987427536,29.477036708816424,201401,RJ,Sudeste,2014-01
2014-06-30,21.409526736442906,0.10821298561941758,1.0044654739823222,80.55977615623506,25.72706150059723,201402,RJ,Sudeste,2014-02
2014-09-30,20.319298652646506,0.07265951991759122,1.007024036991966,76.16177835503308,24.918899420604912,201403,RJ,Sudeste,2014-03
2014-12-31,23.575685018962666,0.15091714587289531,1.0017518382502364,75.58514694517959,27.57828170274102,201404,RJ,Sudeste,2014-04
2015-03-31,25.623575546135267,0.2201243278093145,1.0006651809927536,78.03190100434783,29.760137767028986,201501,RJ,Sudeste,2015-01
2015-06-30,21.37417758862876,0.08776056381384531,1.0053364445281894,80.89377626015289,25.36705165934066,201502,RJ,Sudeste,2015-02
2015-09-30,21.272457237121927,0.07835126826248606,1.0053225883553876,78.57244304619564,25.750754068289226,201503,RJ,Sudeste,2015-03
2015-12-31,24.413931570061436,0.21677739674501714,1.0009224310940452,80.48181816812382,28.261651699196598,201504,RJ,Sudeste,2015-04
2016-03-31,25.369209313545152,0.2758150461426849,1.0008064146022455,81.10682957990922,29.274155606903967,201601,RJ,Sudeste,2016-01
2016-06-30,21.489007076445294,0.07213361813189884,1.0052510169792164,80.33921921512184,25.644628057214526,201602,RJ,Sudeste,2016-02
2016-09-30,20.58165239260397,0.04629691884923228,1.0058843804241493,75.81344865890831,25.2061882338138,201603,RJ,Sudeste,2016-03
2016-12-31,23.289646390359167,0.26469007330148747,1.0010153166469755,80.53586401606805,26.881202542060493,201604,RJ,Sudeste,2016-04
2017-03-31,25.258705820289855,0.19875988787034674,1.0006225424625605,79.19656490338164,29.28667086835749,201701,RJ,Sudeste,2017-01
2017-06-30,21.36271539835165,0.08085231552447779,1.0048693946930243,80.9230151581462,25.366747844123267,201702,RJ,Sudeste,2017-02
2017-09-30,19.777905094990547,0.03432896975049173,1.0086993830966446,75.1127218959121,24.441298606096407,201703,RJ,Sudeste,2017-03
2017-12-31,23.525469642249526,0.20810678777294705,1.0003964559156429,77.7940921850189,27.28240495723062,201704,RJ,Sudeste,2017-04
2018-03-31,25.227739460144928,0.3152990257390387,0.9996592997850242,80.95389842657005,29.092744739130435,201801,RJ,Sudeste,2018-01
2018-06-30,21.57781699540134,0.09038011719191388,1.0055716959101768,81.10140169792164,25.701716943621594,201802,RJ,Sudeste,2018-02
2018-09-30,20.60328542149102,0.09087353905648428,1.0055418320876652,80.03850580541116,24.91940115453686,201803,RJ,Sudeste,2018-03
2018-12-31,23.421576275460776,0.22204173783670675,1.0013485292474007,81.57011634061908,26.84336395923913,201804,RJ,Sudeste,2018-04
2019-03-31,25.831744168236714,0.22495308686204227,1.0010133834770532,79.6301355241546,29.874421825483093,201901,RJ,Sudeste,2019-01
2019-06-30,22.91147572061634,0.08606460548056438,1.003926229251075,81.3810433275203,27.12328694481605,201902,RJ,Sudeste,2019-02
2019-09-30,20.298812475661627,0.07479578146877008,1.0072187053851607,77.14829220864839,24.90192433949669,201903,RJ,Sudeste,2019-03
2019-12-31,23.297215738657844,0.24031418829533222,1.0012163594978734,80.36343988882325,26.86142356155482,201904,RJ,Sudeste,2019-04
2020-03-31,24.13212195401338,0.3583551092070214,1.000649939165074,81.92801302090301,27.62561662541806,202001,RJ,Sudeste,2020-01
2020-06-30,20.738711182393693,0.08030219386680172,1.0052987910511229,79.65612299331103,24.991870919851888,202002,RJ,Sudeste,2020-02
2020-09-30,20.835164561909263,0.06661638447829737,1.0063483323546787,75.78557514189508,25.468467397093573,202003,RJ,Sudeste,2020-03
2020-12-31,23.162980486294895,0.26503900111102435,1.00121599143431,80.56043868112005,26.650506619210773,202004,RJ,Sudeste,2020-04
2021-03-31,24.715466521497586,0.24285850156127586,1.0000422045978261,78.55689599045894,28.889774557729467,202101,RJ,Sudeste,2021-01
2021-06-30,20.724800440575727,0.08329228286696141,1.0048174381067845,80.0659372442666,24.870669117415193,202102,RJ,Sudeste,2021-02
2021-09-30,19.90287107236531,0.04534411363140277,1.0071198856580814,76.69791512381853,24.560524990725426,202103,RJ,Sudeste,2021-03
2021-12-31,21.909068017426748,0.28668963722850793,1.0011089035420604,81.77490471112948,25.248625706758034,202104,RJ,Sudeste,2021-04
2022-03-31,24.71665375120773,0.2934887071808908,1.0002110441811594,80.07166181980676,28.669350953864736,202201,RJ,Sudeste,2022-01
2022-06-30,20.805371337075968,0.10154382032637518,1.0042190660212613,79.12590789620162,25.13685296643574,202202,RJ,Sudeste,2022-02
2022-09-30,19.845775620923913,0.06908827587637512,1.0065592022270793,75.47839846195652,24.52247495333176,202203,RJ,Sudeste,2022-03
2022-12-31,22.5300689015241,0.2802456735720158,1.0013525279430529,80.91437655990076,25.993328101252363,202204,RJ,Sudeste,2022-04
2023-03-31,24.773930591666666,0.26300696279528635,1.001004967352657,81.09186736594204,28.849544094927538,202301,RJ,Sudeste,2023-01
2023-06-30,20.893632340002387,0.08566239335319385,1.0051891757560916,80.62706405327282,25.16622742403249,202302,RJ,Sudeste,2023-02
2023-09-30,19.366905492753624,0.04476204157463949,1.0079233123333333,78.28382759057972,23.878232780072462,202303,RJ,Sudeste,2023-03
2000-03-31,24.1825706469428,0.2096355898532167,1.0003008540123979,84.0505626404621,28.346828964778812,200001,ES,Sudeste,2000-01
2000-06-30,20.49218457222557,0.047781350465214416,1.0055545348793726,81.1426066278649,25.599887423703258,200002,ES,Sudeste,2000-02
2000-09-30,19.907177636078597,0.07313029062397743,1.0062965056201225,80.6178145287068,24.364667900222965,200003,ES,Sudeste,2000-03
2000-12-31,23.395249895836802,0.20153211471879168,1.0014349561315572,81.19733623530392,27.701769089425476,200004,ES,Sudeste,2000-04
2001-03-31,25.21322367632613,0.09277542616905304,1.0012527295333988,77.94599834184676,30.24820601669941,200101,ES,Sudeste,2001-01
2001-06-30,21.501732606968215,0.07459826261540649,1.0049340561878566,81.06258476813366,26.121171583333332,200102,ES,Sudeste,2001-02
2001-09-30,20.399066954501112,0.06360612605991611,1.0075661625961538,79.28037546599776,25.093277259754736,200103,ES,Sudeste,2001-03
2001-12-31,22.90335625891862,0.3050615309277536,1.0011323416875697,83.32606855629876,26.608847254041248,200104,ES,Sudeste,2001-04
2002-03-31,24.786664039249807,0.1740455667983521,1.000831602590874,82.28383927397525,29.1189121450116,200201,ES,Sudeste,2002-01
2002-06-30,22.761666245984784,0.059082846495775145,1.0044309311425754,81.90182801197521,27.414049341504647,200202,ES,Sudeste,2002-02
2002-09-30,21.10267017572464,0.08069051944697297,1.0067359691875697,80.0244603977146,25.55893772714604,200203,ES,Sudeste,2002-03
2002-12-31,24.39784163075833,0.18302450723158684,1.001162735109851,77.62119865768958,28.972161068036854,200204,ES,Sudeste,2002-04
2003-03-31,25.15592165780731,0.2541046613416279,1.0007189941860466,80.6424364551495,29.70029642524917,200301,ES,Sudeste,2003-01
2003-06-30,21.67340062666667,0.009069717690175,1.0052623572125,76.15570189499999,27.708253115,200302,ES,Sudeste,2003-02
2003-09-30,20.706754350307722,0.05861814903665654,1.0068450405797102,77.24786279650586,25.435571691681556,200303,ES,Sudeste,2003-03
2003-12-31,23.550554639251274,0.19969103564872037,1.0019023930402722,78.22992851049347,27.893386575581395,200304,ES,Sudeste,2003-04
2004-03-31,23.808565674564147,0.3055049376827739,1.0005832117568172,84.10307134406199,27.8023790032782,200401,ES,Sudeste,2004-01
2004-06-30,21.757602585587488,0.11123102629728515,1.0049716834446323,84.07540028317835,25.894189778810933,200402,ES,Sudeste,2004-02
2004-09-30,20.478017373885173,0.04491829383084462,1.0071143026337792,78.64054129960981,25.200398835841696,200403,ES,Sudeste,2004-03
2004-12-31,23.16780887403698,0.18640404601228025,1.0018152846802773,77.85852538097072,27.325428100731894,200404,ES,Sudeste,2004-04
2005-03-31,24.848455465255842,0.2865738326515919,1.0005958598641818,84.26535883385975,28.959620454516738,200501,ES,Sudeste,2005-01
2005-06-30,22.383332240069382,0.07809711652137694,1.004790813722463,83.96189348811795,26.51845246522116,200502,ES,Sudeste,2005-02
2005-09-30,20.85815793088071,0.06660404214411218,1.0072355657218506,81.27999826686175,25.21053904069119,200503,ES,Sudeste,2005-03
2005-12-31,23.569121640704502,0.17766056878695344,1.001887870958904,77.68231252446185,28.207594861448143,200504,ES,Sudeste,2005-04
2006-03-31,25.680839890277774,0.14736892853827915,0.99995291525,77.56885502083334,30.463345049999997,200601,ES,Sudeste,2006-01
2006-06-30,21.094112897932817,0.07232972055504393,1.0054327875581395,80.24212299095608,25.62418616795866,200602,ES,Sudeste,2006-02
2006-09-30,20.49330795030303,0.050018545447569694,1.0067917453818183,77.65614012727274,25.697500292121212,200603,ES,Sudeste,2006-03
2006-12-31,23.327800914992274,0.27598901691211747,1.0014666623647603,82.70225844513138,27.06894226893354,200604,ES,Sudeste,2006-04
2007-03-31,25.048029042158518,0.17383758501509275,1.0007468703878584,81.14502229510961,29.6891232074199,200701,ES,Sudeste,2007-01
2007-06-30,22.386513771698116,0.06886949206524402,1.0042303458616353,79.31969766415094,27.69510531320755,200702,ES,Sudeste,2007-02
2007-09-30,20.64123258181818,0.03458283696301515,1.0077478667272726,75.38299125151515,26.245099509090906,200703,ES,Sudeste,2007-03
2007-12-31,23.703018884467262,0.14752333450730296,1.0013846574711167,74.63156309242619,28.740274327342746,200704,ES,Sudeste,2007-04
2008-03-31,24.73637503686636,0.24813544092275347,0.9997704030299539,80.7412566221198,29.335726600230416,200801,ES,Sudeste,2008-01
2008-06-30,22.66492416985138,0.11067475604933334,1.001741137685775,80.85597283864118,27.577130562632696,200802,ES,Sudeste,2008-02
2008-09-30,20.644667245033112,0.01875997253497351,1.0071578933774834,73.64825848123621,26.433017017660045,200803,ES,Sudeste,2008-03
2008-12-31,23.748715609848485,0.2821055473443245,1.0004618023737373,80.31180845580809,27.930087555555556,200804,ES,Sudeste,2008-04
2009-03-31,25.394209500653595,0.2258236608481072,0.9996682664444444,79.23730823267974,30.207946081045755,200901,ES,Sudeste,2009-01
2009-06-30,21.882359639772726,0.11932198572610342,1.0033559799545455,81.40931534431819,26.57166602727273,200902,ES,Sudeste,2009-02
2009-09-30,21.66222261242138,0.04666525069597484,1.0054611625078615,77.82312921069182,26.958914162735848,200903,ES,Sudeste,2009-03
2009-12-31,24.717981056788513,0.3530561188993394,0.9988103028002612,80.4125495267624,28.743390213446478,200904,ES,Sudeste,2009-04
2010-03-31,26.213789484615386,0.1217271187303148,1.0004591387606838,76.90542194643875,31.1037678,201001,ES,Sudeste,2010-01
2010-06-30,21.63316948816568,0.09658406802963793,1.0043956362961397,80.42405870949564,26.308374142011836,201002,ES,Sudeste,2010-02
2010-09-30,20.684727097965443,0.041616451779757244,1.0073682130183945,75.82421809726867,25.791132304347826,201003,ES,Sudeste,2010-03
2010-12-31,23.495459947951506,0.25393664381794884,0.9993318321362876,80.59425619662765,27.5678718074136,201004,ES,Sudeste,2010-04
2011-03-31,24.9071012019943,0.19454434330435097,0.9996136523632478,80.50087084472933,29.39453606396011,201101,ES,Sudeste,2011-01
2011-06-30,21.283971320512823,0.0844422589999652,1.0042310120273317,82.56394857001972,25.859634173992674,201102,ES,Sudeste,2011-02
2011-09-30,20.34556176790691,0.028757064555420427,1.0067128595164436,75.14433036594204,25.769290721989965,201103,ES,Sudeste,2011-03
2011-12-31,22.20842816617893,0.2519259751053647,1.0014541402605908,81.87598522324414,25.934140182552955,201104,ES,Sudeste,2011-04
2012-03-31,24.259032221470836,0.11833881570908313,1.0015821172118906,78.2666457938856,28.906919289236406,201201,ES,Sudeste,2012-01
2012-06-30,21.93624226098901,0.07979571646313736,1.0044665014666103,81.66703361594816,26.487019882642997,201202,ES,Sudeste,2012-02
2012-09-30,20.521657184852284,0.0587824097036296,1.00786541537068,77.73563571725195,25.473886959169455,201203,ES,Sudeste,2012-03
2012-12-31,23.98091026100892,0.15842674876652746,1.0008538878483835,78.03111230727426,28.52940440245262,201204,ES,Sudeste,2012-04
2013-03-31,24.955779581908835,0.19659963468985328,1.0010490518176638,78.98186768148149,29.451555078347578,201301,ES,Sudeste,2013-01
2013-06-30,21.610214155677653,0.08437915846787969,1.0044580116229924,81.39555093491124,25.932243083122007,201302,ES,Sudeste,2013-02
2013-09-30,20.848749535813823,0.049319659470606604,1.0067415189910813,78.039007696767,25.57241056591416,201303,ES,Sudeste,2013-03
2013-12-31,23.241249462235228,0.3385673539778339,1.0012751285186734,80.65654932051282,27.07683375404125,201304,ES,Sudeste,2013-04
2014-03-31,24.914888460683763,0.11144505834089445,1.002140443494302,78.12328008532764,29.45763981011396,201401,ES,Sudeste,2014-01
2014-06-30,22.119625798816568,0.06672910785938674,1.004463560850944,79.88039852127359,26.907927700338124,201402,ES,Sudeste,2014-02
2014-09-30,20.80222656333612,0.05436598076819259,1.0075378983207914,76.50609307441472,25.878298257246378,201403,ES,Sudeste,2014-03
2014-12-31,23.578271555602008,0.1632417542079798,1.0025050802578037,76.17320559322742,27.989691343645486,201404,ES,Sudeste,2014-04
2015-03-31,25.836927317948717,0.103035072656049,1.001436708551282,74.24672947051282,30.851692621367523,201501,ES,Sudeste,2015-01
2015-06-30,22.075336694632288,0.08317173446526373,1.0052228886263737,80.44525911453931,26.361249225556495,201502,ES,Sudeste,2015-02
2015-09-30,21.792149877438685,0.037764475429168616,1.0061286723272018,77.5705342056856,26.809827308249723,201503,ES,Sudeste,2015-03
2015-12-31,25.43923727132107,0.12131892426384824,1.001478765863991,74.65438373843367,30.292495552257524,201504,ES,Sudeste,2015-04
2016-03-31,25.950022892645816,0.15267324859906736,1.0013230148027614,77.47906273020568,30.651735009016626,201601,ES,Sudeste,2016-01
2016-06-30,22.74050759411102,0.05228032749171823,1.0051104619456184,77.08334046970978,27.704542647083688,201602,ES,Sudeste,2016-02
2016-09-30,21.584809439659978,0.03772806306900962,1.0063248241680602,74.44672333166109,26.872480155100334,201603,ES,Sudeste,2016-03
2016-12-31,23.95860247784281,0.21597885937872127,1.0014726414409143,79.13275907343925,28.11678374052397,201604,ES,Sudeste,2016-04
2017-03-31,25.49098911780627,0.09785255837267977,1.001243172440171,75.35206626723647,30.350546404415955,201701,ES,Sudeste,2017-01
2017-06-30,22.29818846745562,0.06613330455580078,1.0048869203817976,78.44497720273316,26.912144321921666,201702,ES,Sudeste,2017-02
2017-09-30,19.90510770645206,0.033591090502727426,1.0092321380852842,75.67537947993311,24.869317550724638,201703,ES,Sudeste,2017-03
2017-12-31,23.852358325947606,0.1997652105849986,1.0011815967753623,78.22165745275919,28.118796937987735,201704,ES,Sudeste,2017-04
2018-03-31,25.230763496866096,0.23269582257141808,1.0001644513561254,80.59735284529916,29.550326744586894,201801,ES,Sudeste,2018-01
2018-06-30,21.78341660989011,0.09290533872485081,1.0056623676458156,83.25129471879403,26.119896099323753,201802,ES,Sudeste,2018-02
2018-09-30,21.241980300515607,0.05818023765993604,1.0059914308862876,79.12497268255295,26.19386196223523,201803,ES,Sudeste,2018-03
2018-12-31,23.871972504598663,0.21619508584810035,1.001734258507525,80.53205069551282,27.894258354654404,201804,ES,Sudeste,2018-04
2019-03-31,26.142404146296297,0.12674769339325584,1.0014689652905981,76.5747440039886,31.03506665270655,201901,ES,Sudeste,2019-01
2019-06-30,23.26772181846999,0.07425368305047464,1.0041214582459848,80.61426184347704,27.978846259932375,201902,ES,Sudeste,2019-02
2019-09-30,20.985342575459867,0.04882945815900641,1.0075580084183389,75.1694419937291,26.14461996432553,201903,ES,Sudeste,2019-03
2019-12-31,24.00277427605909,0.17465944609626674,1.001641098212096,77.34784282887402,28.299358987458195,201904,ES,Sudeste,2019-04
2020-03-31,24.64023275035221,0.26568109541138263,1.0008388817582419,80.2413410470555,28.62396676838546,202001,ES,Sudeste,2020-01
2020-06-30,21.314159217244292,0.06617295683896365,1.0054368197943082,79.31307342899407,25.887197293462947,202002,ES,Sudeste,2020-02
2020-09-30,21.007520976937013,0.0521145818525733,1.006884333828038,76.10094755100334,25.996830884406354,202003,ES,Sudeste,2020-03
2020-12-31,23.71120177612876,0.20807206959575836,1.0015457191109254,78.38821468617614,27.686532382385728,202004,ES,Sudeste,2020-04
2021-03-31,24.794881942592593,0.1874665973781855,1.0008337477863247,76.24897928418804,29.415689537179485,202101,ES,Sudeste,2021-01
2021-06-30,21.66975624943646,0.06183457857272936,1.004606797302057,77.11314926472245,26.479497861932938,202102,ES,Sudeste,2021-02
2021-09-30,20.8881597909699,0.042623765793983,1.0073154335130992,73.80391209127647,25.868756153985505,202103,ES,Sudeste,2021-03
2021-12-31,22.790200351588627,0.28820376249551544,1.0011474107079152,81.05527519244704,26.35820919328317,202104,ES,Sudeste,2021-04
2022-03-31,24.911258764957267,0.17369631022649873,1.0009136892934474,78.72302804159544,29.40099984373219,202201,ES,Sudeste,2022-01
2022-06-30,21.910271248238942,0.0441776649090896,1.0041251894590024,75.18175310242322,27.07611940081713,202202,ES,Sudeste,2022-02
2022-09-30,20.773872591067448,0.036150429098583195,1.0068711589297659,73.25621960911371,25.68530072073579,202203,ES,Sudeste,2022-03
2022-12-31,23.15236850571349,0.3400533437000517,1.0015065760897437,79.23481317474916,26.925694472338353,202204,ES,Sudeste,2022-04
2023-03-31,25.143499294017094,0.14662929368998534,1.0016398617150997,77.50141336253562,29.614798213532765,202301,ES,Sudeste,2023-01
2023-06-30,21.852746921034093,0.0675794759996454,1.004944431424345,78.39717420780502,26.475294387010425,202302,ES,Sudeste,2023-02
2023-09-30,20.195101164957265,0.06282527535854401,1.008017734188034,76.81655925213676,24.78249689957265,202303,ES,Sudeste,2023-03
2000-03-31,23.29327461509543,0.21991404136456977,0.9984622253512904,79.61152269957863,27.971437012889368,200001,PR,Sul,2000-01
2000-06-30,18.020026806752433,0.1346840201841675,1.003469067718894,76.84595662877625,23.358433023329493,200002,PR,Sul,2000-02
2000-09-30,16.38909595847363,0.23330582219453674,1.0041837612269804,76.09623373302821,21.99658589045712,200003,PR,Sul,2000-03
2000-12-31,22.552219059572405,0.24642734538707003,0.9988957237148688,77.12265552074412,27.944101964199678,200004,PR,Sul,2000-04
2001-03-31,23.69380804202312,0.28995177632024116,0.999568271982659,83.16422944543353,28.312107731560694,200101,PR,Sul,2001-01
2001-06-30,16.389279530756667,0.1582256974310368,1.0047670350843236,82.2968505590265,21.35545144263547,200102,PR,Sul,2001-02
2001-09-30,18.47961235227743,0.1452927908860327,1.0045733542663724,75.78191683069086,24.184427407418003,200103,PR,Sul,2001-03
2001-12-31,22.291915476571862,0.2080462748077768,0.9986554847294867,76.15811243764303,27.506300219693255,200104,PR,Sul,2001-04
2002-03-31,24.161361482463647,0.20616448381195626,0.9988615947359826,78.43919244618556,29.17954459328097,200201,PR,Sul,2002-01
2002-06-30,20.624592405086894,0.12450898436869447,1.0028727241050428,77.0038461027569,25.81585936837974,200202,PR,Sul,2002-02
2002-09-30,17.925460469799496,0.13053087719454604,1.004117186996295,74.39508943641714,23.548420083036394,200203,PR,Sul,2002-03
2002-12-31,23.118807006244218,0.23729508979656108,0.9990280888899168,76.71273962835338,28.178592863783535,200204,PR,Sul,2002-04
2003-03-31,24.066890940451746,0.32732677994165094,0.9985884833264888,81.60372483983573,28.40484067761807,200301,PR,Sul,2003-01
2003-06-30,18.475738467082294,0.11559121600491172,1.0039042093283457,80.7851047886118,24.16313646317539,200302,PR,Sul,2003-02
2003-09-30,17.235080536255634,0.09138199862144097,1.0051666695283659,69.35026743096918,23.589861629589763,200303,PR,Sul,2003-03
2003-12-31,22.23757897679608,0.2253588996640756,0.9993961613708794,73.6375195729931,27.453688174268972,200304,PR,Sul,2003-04
2004-03-31,23.4609425518651,0.15369025464446315,0.9987595168307499,73.87796925302334,28.693316024385396,200401,PR,Sul,2004-01
2004-06-30,18.199550260042965,0.21661623129306312,1.0039599608793963,82.15290973499683,22.504873761340164,200402,PR,Sul,2004-02
2004-09-30,18.560802776857905,0.09826204870246474,1.0046592834098835,72.62540464707965,24.248783265647813,200403,PR,Sul,2004-03
2004-12-31,21.344245113856008,0.28053055558107953,0.9995164156557346,75.0750356757617,26.31739874329517,200404,PR,Sul,2004-04
2005-03-31,24.030321239401,0.12705232289635016,0.9993454078795341,73.8091804144426,29.12681408312812,200501,PR,Sul,2005-01
